Distancia (km),Quantidade transportada (ton),Custo combustivel (R$/L),"Tipo transporte (Caminhao = 1, Ferrovia = 0)",Funcionarios envolvidos,"Regiao (1 = Sul, 2 = Sudeste, 3 = Norte)",Custo logistico (R$)
574,261,4.126366193720453,1,19,2,42387.12643287178
877,564,5.2222830464224925,0,21,1,54365.15771170771
1579,433,5.967470067351515,0,20,3,83659.2807547803
952,740,4.721612622756005,0,12,2,71071.1495217542
1898,391,5.505694950182768,1,14,1,89025.13815638486
85,864,5.000067831139216,0,14,1,41514.220060793945
734,893,4.255623688720766,0,22,3,72431.94820754085
69,87,5.164474897605173,0,14,2,12966.709787802469
370,560,4.59974853688813,0,13,1,37017.82671224297
1849,469,4.0688064169069165,1,23,2,110554.38289894765
561,800,5.269859460235487,1,5,1,65263.19069051325
449,218,5.717864698649455,1,8,1,45791.86856726023
703,958,4.689539533799748,1,7,1,83432.15381386565
1021,392,4.7805910944255405,1,14,3,67187.96181215276
1956,875,5.782043365934423,1,16,3,121673.86799087278
520,355,5.627217626734712,1,22,3,54433.912499307145
1216,591,5.4299056471035545,0,24,2,76277.53420671029
1165,751,4.497594127506296,1,10,3,86839.15466618564
1427,918,5.820433309933289,1,6,3,111016.8208072998
883,586,4.308831515078426,1,14,2,71947.87961960082
1873,161,5.2535410388344435,1,6,2,74810.45733210768
776,460,4.057602361093037,0,13,2,51469.639215025636
903,996,5.287439612649892,1,14,2,102032.17311255635
100,255,4.554288703746719,1,6,3,35724.29679813482
1738,234,4.89935395436744,0,12,3,73512.5179675451
1771,431,4.690529104114106,1,21,2,91136.73299635983
624,545,4.34551351249242,1,21,3,64647.228057326836
1263,428,5.243961580187748,1,8,1,75812.50408086878
1198,96,5.763951110281215,1,22,3,60494.56948048456
199,935,5.918168484564807,1,16,1,71549.64361068005
363,789,4.38469272630783,1,21,2,70248.63602435765
619,600,5.434745548125947,1,13,2,60622.512726141096
1415,577,5.3286787332113645,0,23,3,84903.7036826955
354,553,4.686755579149145,0,18,2,41640.400934415826
1765,71,4.0381983987074515,1,18,3,71340.4753669052
731,262,5.3795824946257325,0,21,3,45693.451640439576
887,359,5.890989721119,1,6,3,65396.537574193826
1856,710,5.264240243831303,0,12,3,104086.7491581003
1127,802,4.870585448375268,1,9,1,78463.61983691076
1052,321,5.0503077882232565,0,11,1,57181.39132448447
493,620,4.399257615319835,1,20,2,66052.93900377241
662,848,5.501088327507475,0,20,1,65380.03531844156
1042,987,5.492839660019698,0,21,2,88274.79039933559
313,251,4.29103460077485,1,11,2,40176.01334217762
1126,81,5.755956764999318,1,24,3,41659.07803615281
1645,492,4.53837947894661,0,12,3,77164.06582901496
1053,211,5.96451212187323,0,12,3,58128.63228320285
1693,816,4.765806028074492,1,15,3,108461.00220564564
54,303,4.355768117468999,0,19,3,26418.27642449544
1176,570,4.703440222691304,1,22,3,83748.47850149042
1269,700,4.8803606573943865,0,10,1,82083.44418638616
823,529,4.13861554607659,0,16,2,56776.0986787178
926,59,5.156436762446579,1,19,2,47597.41971651927
1041,775,5.195264879737801,1,10,3,90530.51888850766
933,554,5.477860910698944,1,22,1,76862.18389826323
1423,834,4.058339784581486,0,24,3,100634.5984520319
96,885,5.08247642886766,0,13,1,51376.37578791781
916,609,4.105814866541329,0,12,1,60728.43375293992
872,485,5.402288439933307,1,18,2,68179.84912942567
985,160,4.111455971401969,0,23,2,52580.94405568861
1893,202,5.823455696683265,0,23,1,77993.18597463402
705,684,5.404165133768993,1,12,2,70853.2684878611
318,966,5.014779530170314,0,6,1,54877.15913980709
419,918,4.88300784656235,0,8,1,69246.34826165574
685,151,4.261345260826525,1,10,1,49326.92330928917
1179,802,4.581998779129326,1,7,2,86906.41443808096
1743,882,5.7379182100417925,1,7,3,113732.94735233451
1732,240,5.808905623124987,1,23,2,87547.06183786817
706,778,4.001495416741062,1,15,3,81509.74479725849
169,612,5.188272782955103,1,14,2,43692.57170778583
880,853,5.438601218050227,1,16,2,81729.1234974818
1860,130,5.237493964915212,1,18,3,85626.85704785715
1677,538,4.163359529732708,1,22,1,94737.72072177076
1131,944,4.435449797597805,0,13,3,93977.77736832362
1419,137,4.500680534762772,1,19,1,69473.17667148453
790,243,5.663449262610179,1,7,1,52590.26334429853
1547,153,4.926398872617841,0,15,2,64125.091581741595
166,832,4.973656423882474,1,14,2,61618.892667978784
1903,145,5.869786093109017,0,22,2,74046.11762074464
840,472,5.274171777709431,0,8,2,57804.410895904024
1200,940,5.797335403105327,1,17,2,110128.4521527663
1466,247,4.913017710683066,0,10,3,61663.57899596075
1981,50,4.298872517036589,1,17,3,85398.66812479461
1062,456,5.859871188148171,1,24,3,75412.1578247402
1714,427,4.917410231335077,0,9,3,85852.16092552891
1131,216,4.363262843757644,0,24,2,52709.7943502503
683,558,4.604791480607845,0,18,3,64379.42146295295
562,687,4.101605179377884,1,17,3,67248.0792020631
1824,362,4.936601182912771,1,18,1,89799.38026657634
851,642,5.706256343820473,0,12,2,67879.9830463079
1169,467,5.867160912013379,1,20,3,75946.9708124487
1711,812,5.8652044150072875,1,17,3,114085.83176920896
1191,730,4.250460051257494,0,19,3,87289.83755485584
609,526,4.764107765022114,0,23,2,52916.4607761968
1674,122,4.0564575193014125,0,5,3,68600.65408651794
537,190,5.710330689942945,0,6,1,27693.663290406763
1310,631,4.717511524042548,0,22,2,73926.52365931337
1958,311,5.26223405578447,0,23,1,84698.49453988456
946,389,5.429796876154577,0,12,2,52948.9707280389
1345,357,4.8596893394863105,0,7,3,58946.24949714693
1262,294,4.612884673100486,0,18,2,56865.194639295485
753,564,5.924425820231889,0,13,2,65790.10664892677
1520,386,5.928976450047708,1,12,2,88365.82184691484
630,624,4.578872736060044,1,21,1,60887.33501773338
839,610,4.959250193488916,0,20,2,56841.20032783759
910,125,5.9456883173200445,1,14,3,51876.665645132605
296,929,4.0097368153110065,1,14,2,77937.16468672514
1149,224,4.825356496758299,1,10,2,62104.010243197394
203,158,4.200915099361937,1,21,3,33253.42962586264
1729,232,5.018315931125205,1,20,3,80908.49368644424
1508,241,4.049339909080974,1,19,1,71857.0661709204
1046,114,4.813796862781256,0,18,3,51523.939608499
1159,898,4.44139814957067,0,8,3,89116.98685479272
746,523,5.066616724917481,1,8,3,66853.99362529402
1358,832,5.9919872982013995,1,6,2,103189.4422365297
1293,149,5.601072210253495,0,15,1,52898.50384430492
1142,593,5.691284183248843,1,8,3,88306.80055341717
1120,913,5.270529974718162,1,20,3,96485.20236915148
1058,177,4.083119696544517,1,8,3,60791.90934145233
143,501,4.413595352088288,1,5,2,50484.65569004437
1823,963,5.85012911289411,1,23,2,129831.91674790667
1007,418,4.732226235857502,0,6,1,50607.85809820435
1061,900,4.207273452961591,0,13,1,81365.02678314291
502,92,5.404810731732404,1,17,2,31482.755703868334
1277,933,4.598915447868509,0,22,3,90610.45351449007
961,468,4.537713825808344,1,20,3,72591.4377788682
267,537,5.99595491111652,1,20,1,41723.1336276101
523,127,5.7162778500533085,1,14,3,44394.829491170065
481,875,4.815875636735682,1,13,2,78673.79573595044
390,850,5.960522415632998,1,15,1,70298.19695305132
600,319,5.300226446838427,1,8,2,47198.13152836779
1685,723,5.4840449037595205,1,14,2,103622.4388732211
1362,750,4.063026086164423,1,7,3,107674.65220894551
1327,808,4.243210518696114,1,10,2,94729.73135850241
1807,949,5.2661702529924765,0,7,2,105053.7662315571
406,777,5.798047965298968,1,13,3,59668.35500795741
72,364,5.247487452175191,0,7,2,32903.156005704506
1835,974,4.268049788637984,0,22,3,107882.98277872062
571,900,4.23152009249265,1,12,2,79886.85183775915
1831,951,5.688371791648163,0,12,3,123057.58059767302
1910,938,4.278604677415829,1,19,3,126085.88383976933
1173,994,5.040463921008051,1,17,1,102901.17445510649
851,217,4.074226639924604,1,11,2,51888.162099219335
1253,388,4.161339534782355,1,23,2,76939.72443057886
1296,242,5.344696535285729,0,12,1,57230.73595955708
1979,502,5.378362820855033,0,14,3,97260.8224219774
811,332,4.682938813216885,1,21,3,49288.93303477039
1732,385,4.431219530486089,0,5,1,77823.13143916486
491,439,5.627420541514616,0,17,1,45361.0547653771
1681,574,4.434206458939781,0,17,3,101783.79927846327
818,289,5.08405413933276,1,20,3,59510.617796593135
1065,881,5.9364176817258105,0,13,1,83376.4167383823
1398,532,4.295704875724768,0,14,2,78069.50112070167
565,708,5.881752534989418,0,10,3,64413.41138399094
1089,765,4.365786106137337,1,9,1,79834.78545963315
841,641,5.134886416046459,0,6,2,68539.42637963139
385,940,4.754015423917489,0,15,2,61840.0703730568
1832,604,5.929857203003651,1,13,2,105458.18489614066
307,507,4.547084058003874,0,10,2,37537.948428342235
546,138,4.799316004171507,1,12,1,37767.40644688148
945,709,5.965720235710841,1,13,3,81730.7228538646
209,144,5.072940782376946,1,13,2,30061.52203349991
1548,501,5.005260231242507,1,12,2,88777.4901284972
901,477,4.515556976407982,1,16,1,68599.3479812041
1737,200,5.402727120620883,1,12,2,79530.50222438255
1981,563,4.0287459035555555,0,7,1,96666.96132448463
739,425,4.099025259404587,1,17,1,56501.69588562248
1748,71,5.198717174271605,0,23,3,69037.91697923961
429,932,4.683349147636909,0,6,2,62249.23275557118
1618,362,5.9066327444019215,1,21,3,96606.41738930339
1006,889,5.806381381445571,0,20,1,83703.01515284627
740,568,5.427412517353415,0,8,2,54627.84603616095
1500,255,5.636291162255603,0,22,1,73440.76914606849
1686,424,5.334663699335387,1,18,1,90839.82105833413
1341,500,4.251164205420322,0,6,1,66487.65704502637
1908,675,5.531086739378406,0,17,2,98799.29839738508
1650,833,4.420383937437693,1,24,1,102070.334071636
1490,644,4.646885710200394,0,21,1,77632.09150530152
1241,228,5.638468424204841,0,19,2,63391.302834264745
1915,259,5.073051216786896,0,24,3,76844.148678979
1116,549,5.7198814283668185,1,9,1,70002.08892779925
1629,513,4.426070639686529,0,11,3,87011.74098169824
334,889,5.215556877213775,0,22,3,73576.416555242
446,173,4.167581945096523,1,15,3,47400.22044335783
61,162,5.286121987080059,1,22,3,42228.69722601168
1680,61,5.5250680755510695,1,9,3,85220.48224957737
1375,175,5.169861787957443,0,17,3,55783.01411762995
1971,614,4.532463002997621,1,22,2,106739.206914033
1326,380,4.062685337717733,1,6,2,67558.26599519968
548,950,4.238897767928572,1,24,3,78644.94319546371
803,332,5.244605958148052,0,8,2,53474.42916368486
84,189,5.868840433685028,1,17,2,31988.713752195174
776,450,4.413068807944013,1,20,3,73268.89179299926
898,951,5.470052298210198,1,10,3,89897.84476946612
139,146,5.732902126498083,1,12,1,24793.002025051934
825,566,5.041764356895023,1,20,2,74538.77547182064
654,618,5.338531591687316,0,17,3,66172.48678760565
1995,973,5.6300306333522965,0,8,2,107940.29043818018
1019,895,4.521350315481187,1,6,2,90978.28114007764
1675,118,4.593791348536086,1,13,2,75743.5969777748
1071,167,4.001255033256912,1,22,1,60595.551876251884
467,937,5.926188261795605,0,21,3,76826.59388703472
164,108,5.83508978919269,0,12,2,18064.75014521744
666,82,5.529136527518861,0,19,3,28567.19952544586
1976,367,4.158152041953296,0,13,2,75381.74428866556
1269,99,4.895005779399016,1,21,3,62656.20621623778
875,929,4.203783507943106,1,6,3,89957.74736507895
1574,538,4.031840534525597,1,10,3,89155.85300134614
1699,68,5.232365930425194,1,9,2,76351.65535630655
1566,775,5.921658834160377,0,21,1,87052.8942736596
1148,246,5.8057360468643004,1,6,3,62932.92286969599
462,940,5.393509629870809,0,22,1,73590.75546102622
1449,499,4.193281168329743,0,14,3,74041.83172664924
1493,608,4.5483280753446005,1,14,1,92479.96822587801
778,728,4.6401134537705815,0,10,3,69012.09601395341
1350,501,5.526300115491122,0,16,1,73129.15048282438
1070,338,5.604498358470228,1,21,3,74309.97427736293
810,190,4.770212245979841,0,17,3,45511.561812293345
725,133,4.835767993235219,0,24,1,28285.18071418784
1467,743,4.089018078552343,1,20,3,95117.53683259856
1942,440,4.578273436837522,0,14,2,89423.25402070618
506,640,4.90257035435528,0,6,3,51634.01179347586
969,264,4.233966092770515,1,6,3,65763.40864465036
241,575,4.906534921510042,0,11,2,45078.99259813099
788,264,5.706351624515601,1,10,2,46114.3136899353
1762,452,5.162642039450107,0,5,2,91986.73522613576
1172,177,4.157859710076824,0,16,1,47857.7244747018
1621,871,4.383342637660549,1,17,2,109025.23517152813
1027,526,4.9490887003171125,1,16,1,75297.27259668379
1058,809,4.722974299643624,0,23,2,80418.30464654577
145,453,4.717454039092198,1,13,1,47466.9255237306
1737,78,5.05853489628718,0,14,2,58849.2312353213
712,841,5.168791843178915,1,21,2,87829.74532335467
1263,387,5.593723140552382,0,22,3,71641.84825431008
1809,880,4.681933126924969,0,12,2,101938.97545424486
86,763,5.610932566081173,0,11,3,51893.76395654022
1853,410,4.677222458225265,0,13,2,89789.522007314
1442,618,4.110865977882468,0,14,2,84223.21960293004
1768,441,5.108375302009582,1,16,3,95981.1641894464
1598,267,5.1758046497896295,1,19,3,84890.15102178737
328,623,5.86908049124372,0,19,1,51357.747531105466
266,718,5.452122652124949,0,8,3,50877.205217399445
916,251,5.835545304988879,1,8,1,56531.556379783084
922,66,5.816694420486019,1,5,2,52611.67994508305
1871,371,5.209148220516484,1,16,3,95549.19761880273
1346,567,5.055524130672895,1,6,3,84270.29710881192
1954,619,5.1148819343272,1,19,2,109428.04616781084
111,374,5.956661615354496,0,21,2,29156.008341052366
645,461,5.5463353834939175,0,11,2,53184.2789206484
1953,367,4.2125318095847915,1,10,2,101180.76204391896
778,730,5.5568568135628,1,16,3,83604.21243054523
1415,131,4.341076097796452,1,23,2,63352.18128329971
446,523,4.894701098011251,1,5,2,57985.785665213436
748,517,4.420919344353068,1,18,3,55401.753459683176
1092,474,5.37916613106646,1,8,1,71451.3668330035
226,994,5.7546194723860715,1,9,3,80958.29234809468
1685,780,4.580723770733362,1,5,1,106351.37095611323
445,738,4.164021482416375,1,5,2,67382.35759687121
494,253,4.596986196149927,0,10,3,47417.56056862809
1306,632,5.344723715864388,1,9,2,79828.23600354053
1988,436,4.6575202551089,1,6,3,92964.75716708528
125,827,4.556224335107607,0,9,1,52688.578788536804
314,147,4.36887038116853,0,13,3,30744.897141157468
504,394,4.995032853748867,0,23,2,48311.76040825697
1869,852,4.551897656314376,1,19,3,115982.06876633895
767,257,5.462020698278966,1,17,2,50070.39903070593
784,563,4.153244803984405,1,16,3,66389.59316903072
1457,685,5.328066066222635,1,9,1,95135.30152619246
1637,841,4.47512002913554,0,6,3,95081.52297071535
900,635,4.9785585221032065,1,8,3,83612.37441973016
1579,215,4.572179844062521,1,22,3,78496.67509660596
1440,71,5.445537352021591,0,14,3,53354.13839471474
193,203,5.890614080503274,1,17,1,29087.024289459383
934,988,5.834153558939627,1,16,2,88277.54198852
1142,488,5.166852430288182,1,6,3,73872.55407289804
1172,344,4.925220606513957,1,19,3,69958.67642771908
445,268,5.636601018878764,0,18,3,39408.70239898704
1098,718,5.366652725255459,0,14,1,74427.32901434501
997,544,4.367128228433866,0,12,2,60194.938664501526
940,279,5.641838427226,0,19,2,44744.73326523158
1542,69,4.857768778789421,1,17,3,68653.96019653101
1557,602,4.3779713199423504,1,12,3,85933.98663653518
1638,999,4.563594700792985,1,18,2,115582.48516664929
1224,197,4.535054060496685,0,5,3,60915.29565562958
1217,157,5.03841394920692,0,17,3,53577.454517767976
618,452,4.468740181355751,0,12,3,51370.97819872313
1112,645,4.2471329748031525,1,22,1,82124.0301715901
158,532,4.247381701227521,1,13,1,39837.532546695
1766,416,5.1665523942781935,0,17,2,90850.72586522801
1115,883,5.469518577698757,0,7,1,80996.93220871747
1259,463,4.643066017676682,1,22,1,77424.78834431965
984,358,4.069301419628034,1,14,2,61576.53499021426
447,851,4.254449773874022,1,9,1,76677.55172209667
1296,967,5.829389120674114,0,10,2,87851.29524410884
683,884,4.987087319178906,0,12,3,80895.03281947147
1206,183,4.9071456192303495,0,11,2,51362.08118856639
1236,768,4.076098356620182,0,22,2,81050.39828481962
1288,332,5.457274044633798,1,18,2,70629.87754663418
782,827,5.056136161864158,1,19,3,94281.31095490365
284,122,4.404161872173042,1,14,3,26198.194440304283
1916,530,4.220147520362114,0,16,3,91015.9016443598
707,401,4.7667757272639975,1,11,2,52289.54872197444
800,609,5.674323928390051,1,11,2,63324.48479293972
637,375,5.730589118402049,1,15,2,62751.72928505571
1082,794,5.205692760791273,1,17,2,90327.2058592262
1147,492,5.455072854460285,1,19,2,71833.31358223628
1003,149,4.230311574805741,0,22,2,50000.60004947516
541,108,5.17625213093571,1,11,2,37314.70606226867
962,557,5.333931406974363,1,10,1,69144.13180393151
1326,307,4.401425685827585,0,15,3,67707.61916883307
1303,462,5.760309465820518,0,12,1,66159.21117096461
1592,501,4.38999347504204,1,24,3,88591.11657946446
1247,114,4.6269547196929,1,5,2,63400.48895909767
1726,644,5.241113694046917,1,12,1,99093.71089684455
1241,203,5.276700130261462,1,12,2,68950.37533004917
219,315,5.3987694819747345,0,23,1,27305.271748270032
1466,870,4.224023426136411,1,7,1,107387.12730029857
995,128,5.69892885985711,0,9,2,44069.614138567405
844,364,5.0656942645665195,1,7,1,64049.66866529005
683,711,4.942643588210137,1,19,1,77544.57393375142
1267,996,5.962195249027019,1,18,3,114772.35635239769
1590,609,5.48075659388204,0,19,2,87131.814540569
78,966,4.23601205323875,1,21,2,70771.60707894294
1238,940,5.513078334452482,1,22,1,99942.90842154536
1495,297,4.190497867945739,0,6,2,61906.72689019538
388,839,4.0549411250259695,1,16,3,83233.95672992257
1721,917,4.8072517905397945,0,20,3,104123.10192478723
1569,659,5.987156345638438,1,8,2,102337.91571894298
1438,463,4.349767872389725,0,6,2,76693.94560829522
1906,74,5.34528868705358,0,18,3,72257.90918624707
1415,333,4.346792132412238,0,15,2,65998.45305476831
549,498,5.449573949916772,1,17,1,57069.574824309064
1730,930,5.010707336475653,0,11,2,102719.95647978541
560,350,5.359943420178753,0,14,1,40852.18080767557
1400,117,4.405746351828469,1,5,3,60645.94120891149
266,56,5.4912566650410035,0,8,2,22061.891114398804
1374,866,5.991238119245414,1,22,3,104572.92915296419
1205,186,5.331301001251919,1,10,2,58305.54529454871
1877,213,4.986959996145755,0,6,1,65671.27332159351
1143,132,5.84634797723853,0,7,2,47853.67007472994
1325,946,4.031703684463753,1,18,3,106380.26684489974
1488,699,5.459847038571642,0,12,1,82929.60266609048
1860,469,5.777493033627626,0,20,2,90650.76696823294
494,122,4.123349167241915,0,23,3,33023.88693890301
925,286,4.900128340831516,0,22,3,52983.93082431974
1255,95,4.409438907899998,1,10,2,54974.91295137657
216,667,5.13303633117566,1,18,3,56496.44791974135
140,977,5.2990859172073215,0,7,1,51416.591832964405
763,849,4.60524636585751,1,20,2,82685.77207365788
1931,311,4.919963339356202,0,5,1,81243.69070476902
1604,225,4.558678970553119,0,16,3,63193.996801404464
88,215,4.7387823289102275,0,18,3,20753.593420363628
1199,706,4.319079913376847,0,23,3,81465.04868481927
1524,891,5.771118887171263,1,23,1,110251.77790167781
222,419,4.020020821118273,0,13,3,29535.51585842025
702,844,5.764818372887577,1,11,2,92341.90002506135
803,103,5.143357756699477,0,18,2,41374.69649788087
